Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,23.08.2025;15:15:27675
0.5,120.0,100,0,0,0.022,0.501
1.5,120.0,137,0,0,0.016,1.496
2.5,120.0,123,0,0,0.005,2.507
3.5,120.0,117,0,0,0.005,3.491
4.5,120.0,122,0,0,0.006,4.5
5.5,120.0,120,0,0,0.005,5.5
6.5,120.0,118,0,0,0.005,6.487
7.5,120.0,112,0,0,0.009,7.496
8.5,120.0,131,0,0,0.041,8.493
9.5,120.0,119,0,0,0.006,9.495
10.5,120.0,119,0,0,0.005,10.491
11.5,120.0,122,0,0,0.006,11.492
12.5,120.0,116,0,0,0.006,12.492
13.5,120.0,124,0,0,0.006,13.499
14.5,120.0,119,0,0,0.006,14.491
15.5,120.0,120,0,0,0.005,15.493
16.5,120.0,118,0,0,0.005,16.489
17.5,120.0,122,0,0,0.006,17.492
18.5,120.0,120,0,0,0.005,18.492
19.5,120.0,121,0,0,0.005,19.499
20.5,120.0,120,0,0,0.005,20.496
21.5,120.0,120,0,0,0.006,21.503
22.5,120.0,119,0,0,0.007,22.494
23.5,120.0,120,0,0,0.006,23.488
24.5,120.0,120,0,0,0.005,24.497
25.5,120.0,121,0,0,0.005,25.49
26.5,120.0,120,0,0,0.005,26.496
27.5,120.0,120,0,0,0.017,27.501
28.5,120.0,120,0,0,0.005,28.498
29.5,120.0,119,0,0,0.006,29.495
30.5,120.0,121,0,0,0.006,30.502
31.5,120.0,120,0,0,0.005,31.494
32.5,120.0,119,0,0,0.005,32.487
33.5,120.0,119,0,0,0.006,33.492
34.5,120.0,121,0,0,0.006,34.498
35.5,120.0,121,0,0,0.006,35.503
36.5,120.0,119,0,0,0.006,36.498
37.5,120.0,120,0,0,0.005,37.5
38.5,120.0,120,0,0,0.005,38.491
39.5,120.0,121,0,0,0.005,39.497
40.5,120.0,120,0,0,0.005,40.498
41.5,120.0,119,0,0,0.006,41.49
42.5,120.0,121,0,0,0.007,42.493
43.5,120.0,119,0,0,0.006,43.494
44.5,120.0,120,0,0,0.006,44.487
45.5,120.0,118,0,0,0.006,45.492
46.5,120.0,107,0,0,0.009,46.492
47.5,120.0,135,0,0,0.034,47.488
48.5,120.0,121,0,0,0.006,48.495
49.5,120.0,120,0,0,0.006,49.495
50.5,120.0,120,0,0,0.006,50.496
51.5,120.0,120,0,0,0.005,51.488
52.5,120.0,119,0,0,0.005,52.492
53.5,120.0,121,0,0,0.005,53.49
54.5,120.0,118,0,0,0.005,54.488
55.5,120.0,122,0,0,0.005,55.499
56.5,120.0,120,0,0,0.005,56.503
57.5,120.0,120,0,0,0.005,57.5
58.5,120.0,120,0,0,0.005,58.492
59.5,120.0,120,0,0,0.005,59.493
60.5,120.0,120,0,0,0.005,60.487
61.5,120.0,118,0,0,0.005,61.494
62.5,120.0,122,0,0,0.005,62.494
63.5,120.0,120,0,0,0.006,63.497
64.5,120.0,120,0,0,0.006,64.496
