Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,23.08.2025;15:28:04676
0.5,120.0,113,0,0,0.023,0.495
1.5,120.0,127,0,0,0.007,1.498
2.5,120.0,120,0,0,0.006,2.494
3.5,120.0,119,0,0,0.007,3.495
4.5,120.0,112,0,0,0.006,4.494
5.5,120.0,126,0,0,0.008,5.498
6.5,120.0,123,0,0,0.006,6.499
7.5,120.0,119,0,0,0.007,7.5
8.5,120.0,121,0,0,0.006,8.496
9.5,120.0,118,0,0,0.006,9.493
10.5,120.0,121,0,0,0.005,10.493
11.5,120.0,120,0,0,0.005,11.495
12.5,120.0,117,0,0,0.005,12.488
13.5,120.0,122,0,0,0.006,13.496
14.5,120.0,121,0,0,0.006,14.494
15.5,120.0,119,0,0,0.006,15.497
16.5,120.0,121,0,0,0.005,16.504
17.5,120.0,120,0,0,0.02,17.501
18.5,120.0,121,0,0,0.006,18.494
19.5,120.0,120,0,0,0.006,19.495
20.5,120.0,119,0,0,0.006,20.497
21.5,120.0,117,0,0,0.006,21.49
22.5,120.0,121,0,0,0.006,22.492
23.5,120.0,122,0,0,0.007,23.493
24.5,120.0,121,0,0,0.006,24.489
25.5,120.0,120,0,0,0.006,25.5
26.5,120.0,119,0,0,0.005,26.487
27.5,120.0,120,0,0,0.005,27.491
28.5,120.0,121,0,0,0.005,28.494
29.5,120.0,119,0,0,0.006,29.5
30.5,120.0,121,0,0,0.005,30.495
31.5,120.0,119,0,0,0.006,31.495
32.5,120.0,120,0,0,0.006,32.5
33.5,120.0,119,0,0,0.006,33.491
34.5,120.0,121,0,0,0.006,34.496
35.5,120.0,119,0,0,0.006,35.494
36.5,120.0,111,0,0,0.022,36.499
37.5,120.0,130,0,0,0.019,37.496
38.5,120.0,121,0,0,0.006,38.493
39.5,120.0,120,0,0,0.006,39.501
40.5,120.0,118,0,0,0.006,40.489
41.5,120.0,120,0,0,0.006,41.498
42.5,120.0,121,0,0,0.006,42.487
43.5,120.0,121,0,0,0.006,43.499
44.5,120.0,120,0,0,0.006,44.497
45.5,120.0,120,0,0,0.006,45.499
46.5,120.0,118,0,0,0.007,46.489
47.5,120.0,121,0,0,0.006,47.495
48.5,120.0,119,0,0,0.006,48.496
49.5,120.0,122,0,0,0.006,49.498
50.5,120.0,120,0,0,0.006,50.499
51.5,120.0,117,0,0,0.006,51.495
52.5,120.0,120,0,0,0.005,52.49
53.5,120.0,122,0,0,0.006,53.504
54.5,120.0,121,0,0,0.007,54.491
55.5,120.0,120,0,0,0.005,55.487
56.5,120.0,118,0,0,0.023,56.498
57.5,120.0,122,0,0,0.006,57.497
58.5,120.0,119,0,0,0.006,58.488
59.5,120.0,119,0,0,0.006,59.497
60.5,120.0,119,0,0,0.006,60.5
61.5,120.0,121,0,0,0.006,61.494
62.5,120.0,118,0,0,0.006,62.491
63.5,120.0,124,0,0,0.006,63.504
64.5,120.0,118,0,0,0.007,64.486
65.5,120.0,121,0,0,0.006,65.498
