Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,23.08.2025;16:33:24446
0.5,120.0,106,0,0,0.013,0.492
1.5,120.0,130,0,0,0.011,1.487
2.5,120.0,124,0,0,0.006,2.492
3.5,120.0,120,0,0,0.006,3.495
4.5,120.0,118,0,0,0.005,4.495
5.5,120.0,120,0,0,0.005,5.49
6.5,120.0,121,0,0,0.005,6.496
7.5,120.0,121,0,0,0.006,7.502
8.5,120.0,118,0,0,0.013,8.493
9.5,120.0,121,0,0,0.005,9.493
10.5,120.0,120,0,0,0.006,10.493
11.5,120.0,119,0,0,0.005,11.489
12.5,120.0,121,0,0,0.006,12.498
13.5,120.0,120,0,0,0.005,13.501
14.5,120.0,119,0,0,0.005,14.489
15.5,120.0,120,0,0,0.006,15.491
16.5,120.0,121,0,0,0.006,16.493
17.5,120.0,121,0,0,0.006,17.501
18.5,120.0,104,0,0,0.03,18.493
19.5,120.0,134,0,0,0.013,19.488
20.5,120.0,122,0,0,0.006,20.499
21.5,120.0,117,0,0,0.005,21.49
22.5,120.0,120,0,0,0.006,22.487
23.5,120.0,123,0,0,0.006,23.496
24.5,120.0,120,0,0,0.005,24.5
25.5,120.0,120,0,0,0.005,25.5
26.5,120.0,120,0,0,0.005,26.488
27.5,120.0,120,0,0,0.005,27.5
28.5,120.0,120,0,0,0.005,28.506
29.5,120.0,117,0,0,0.005,29.488
30.5,120.0,123,0,0,0.005,30.499
31.5,120.0,120,0,0,0.006,31.502
32.5,120.0,120,0,0,0.005,32.505
33.5,120.0,120,0,0,0.006,33.5
34.5,120.0,120,0,0,0.005,34.499
35.5,120.0,117,0,0,0.005,35.489
36.5,120.0,123,0,0,0.006,36.499
37.5,120.0,120,0,0,0.006,37.5
38.5,120.0,113,0,0,0.01,38.489
39.5,120.0,127,0,0,0.024,39.507
40.5,120.0,120,0,0,0.005,40.502
41.5,120.0,119,0,0,0.006,41.491
42.5,120.0,121,0,0,0.006,42.497
43.5,120.0,117,0,0,0.006,43.497
44.5,120.0,122,0,0,0.006,44.499
45.5,120.0,121,0,0,0.006,45.5
46.5,120.0,120,0,0,0.006,46.492
47.5,120.0,120,0,0,0.006,47.498
48.5,120.0,118,0,0,0.006,48.488
49.5,120.0,119,0,0,0.006,49.489
50.5,120.0,123,0,0,0.006,50.497
51.5,120.0,116,0,0,0.006,51.494
52.5,120.0,124,0,0,0.006,52.499
53.5,120.0,120,0,0,0.006,53.492
54.5,120.0,118,0,0,0.005,54.494
55.5,120.0,120,0,0,0.005,55.491
56.5,120.0,122,0,0,0.004,56.505
57.5,120.0,119,0,0,0.005,57.491
58.5,120.0,116,0,0,0.006,58.49
59.5,120.0,122,0,0,0.031,59.487
60.5,120.0,123,0,0,0.006,60.496
61.5,120.0,119,0,0,0.006,61.496
62.5,120.0,121,0,0,0.006,62.499
63.5,120.0,120,0,0,0.006,63.492
64.5,120.0,118,0,0,0.006,64.487
65.5,120.0,121,0,0,0.006,65.498
66.5,120.0,119,0,0,0.005,66.501
67.5,120.0,122,0,0,0.006,67.503
68.5,120.0,119,0,0,0.006,68.494
69.5,120.0,121,0,0,0.006,69.499
70.5,120.0,119,0,0,0.005,70.492
71.5,120.0,118,0,0,0.005,71.493
72.5,120.0,123,0,0,0.006,72.487
73.5,120.0,120,0,0,0.006,73.499
74.5,120.0,120,0,0,0.005,74.501
75.5,120.0,117,0,0,0.005,75.486
76.5,120.0,123,0,0,0.006,76.497
77.5,120.0,119,0,0,0.006,77.493
78.5,120.0,115,0,0,0.028,78.492
79.5,120.0,125,0,0,0.008,79.488
80.5,120.0,121,0,0,0.005,80.499
81.5,120.0,119,0,0,0.005,81.488
