Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,23.08.2025;16:29:12707
0.5,120.0,111,0,0,0.029,0.492
1.5,120.0,129,0,0,0.011,1.5
2.5,120.0,118,0,0,0.006,2.497
3.5,120.0,122,0,0,0.006,3.497
4.5,120.0,113,0,0,0.007,4.494
5.5,120.0,127,0,0,0.008,5.492
6.5,120.0,120,0,0,0.024,6.498
7.5,120.0,120,0,0,0.005,7.497
8.5,120.0,120,0,0,0.005,8.494
9.5,120.0,120,0,0,0.005,9.494
10.5,120.0,118,0,0,0.005,10.493
11.5,120.0,121,0,0,0.006,11.492
12.5,120.0,119,0,0,0.006,12.493
13.5,120.0,122,0,0,0.006,13.501
14.5,120.0,118,0,0,0.005,14.492
15.5,120.0,121,0,0,0.006,15.489
16.5,120.0,120,0,0,0.006,16.496
17.5,120.0,121,0,0,0.006,17.498
18.5,120.0,118,0,0,0.005,18.49
19.5,120.0,121,0,0,0.005,19.494
20.5,120.0,121,0,0,0.005,20.495
21.5,120.0,118,0,0,0.006,21.493
22.5,120.0,121,0,0,0.006,22.487
23.5,120.0,121,0,0,0.005,23.506
24.5,120.0,120,0,0,0.005,24.488
25.5,120.0,119,0,0,0.005,25.488
26.5,120.0,121,0,0,0.024,26.495
27.5,120.0,120,0,0,0.006,27.495
28.5,120.0,120,0,0,0.006,28.503
29.5,120.0,120,0,0,0.005,29.492
30.5,120.0,119,0,0,0.005,30.497
31.5,120.0,121,0,0,0.006,31.494
32.5,120.0,119,0,0,0.006,32.497
33.5,120.0,121,0,0,0.006,33.502
34.5,120.0,120,0,0,0.006,34.505
35.5,120.0,115,0,0,0.006,35.487
36.5,120.0,125,0,0,0.006,36.489
37.5,120.0,120,0,0,0.006,37.499
38.5,120.0,120,0,0,0.006,38.497
39.5,120.0,120,0,0,0.005,39.497
40.5,120.0,120,0,0,0.004,40.492
41.5,120.0,120,0,0,0.005,41.497
42.5,120.0,117,0,0,0.005,42.49
43.5,120.0,122,0,0,0.006,43.499
44.5,120.0,121,0,0,0.005,44.488
45.5,120.0,119,0,0,0.006,45.499
46.5,120.0,121,0,0,0.022,46.496
47.5,120.0,119,0,0,0.006,47.496
48.5,120.0,118,0,0,0.005,48.491
49.5,120.0,122,0,0,0.006,49.496
50.5,120.0,121,0,0,0.006,50.49
51.5,120.0,120,0,0,0.005,51.492
52.5,120.0,118,0,0,0.005,52.49
53.5,120.0,122,0,0,0.006,53.495
54.5,120.0,119,0,0,0.006,54.489
55.5,120.0,121,0,0,0.005,55.496
56.5,120.0,120,0,0,0.006,56.498
57.5,120.0,120,0,0,0.005,57.493
58.5,120.0,119,0,0,0.006,58.494
59.5,120.0,117,0,0,0.006,59.488
60.5,120.0,124,0,0,0.006,60.492
61.5,120.0,119,0,0,0.006,61.492
62.5,120.0,121,0,0,0.006,62.501
63.5,120.0,120,0,0,0.006,63.493
64.5,120.0,116,0,0,0.006,64.487
65.5,120.0,124,0,0,0.008,65.497
66.5,120.0,119,0,0,0.023,66.49
67.5,120.0,121,0,0,0.006,67.502
68.5,120.0,119,0,0,0.006,68.494
69.5,120.0,119,0,0,0.007,69.491
70.5,120.0,121,0,0,0.006,70.492
71.5,120.0,121,0,0,0.005,71.5
72.5,120.0,120,0,0,0.005,72.501
73.5,120.0,120,0,0,0.006,73.49
74.5,120.0,120,0,0,0.005,74.502
75.5,120.0,120,0,0,0.006,75.497
76.5,120.0,120,0,0,0.005,76.498
77.5,120.0,120,0,0,0.005,77.499
78.5,120.0,119,0,0,0.006,78.493
79.5,120.0,121,0,0,0.006,79.498
80.5,120.0,120,0,0,0.006,80.49
81.5,120.0,120,0,0,0.005,81.496
82.5,120.0,120,0,0,0.006,82.497
83.5,120.0,119,0,0,0.006,83.494
84.5,120.0,121,0,0,0.006,84.496
85.5,120.0,114,0,0,0.006,85.503
86.5,120.0,126,0,0,0.03,86.502
87.5,120.0,120,0,0,0.005,87.493
88.5,120.0,120,0,0,0.006,88.501
89.5,120.0,117,0,0,0.007,89.493
90.5,120.0,123,0,0,0.007,90.5
91.5,120.0,120,0,0,0.005,91.494
92.5,120.0,119,0,0,0.006,92.488
93.5,120.0,120,0,0,0.005,93.498
94.5,120.0,120,0,0,0.005,94.492
95.5,120.0,120,0,0,0.005,95.492
96.5,120.0,120,0,0,0.005,96.495
97.5,120.0,121,0,0,0.005,97.497
98.5,120.0,120,0,0,0.005,98.497
99.5,120.0,119,0,0,0.005,99.496
100.5,120.0,121,0,0,0.007,100.508
101.5,120.0,119,0,0,0.006,101.491
102.5,120.0,120,0,0,0.005,102.49
